job_id,job_date,client_id,zip_code,total_price,total_cost,duration_days,payment_status,payment_method,payment_delay_days,review_score,num_services
146,2023-04-15,26,32789,1000,250,1,Paid,Check,0,5,3
147,2023-04-16,96,32746,1110,320,1,Paid,Zelle,0,5,1
148,2023-04-16,14,32825,190,40,1,Paid,Check,1,5,2
149,2023-04-16,72,34786,2315,925,2,Paid,Card,0,5,1
150,2023-04-17,65,32789,115,30,1,Paid,Card,0,1,1
151,2023-04-17,77,32765,400,100,1,Paid,Card,0,5,2
152,2023-04-17,58,32746,2235,375,1,Paid,Check,0,5,1
153,2023-04-18,60,34786,1920,250,1,Paid,Card,0,5,1
154,2023-04-19,23,32746,1205,180,1,Paid,Check,0,3,3
155,2023-04-19,108,32792,1850,400,1,Paid,Card,1,4,3
156,2023-04-19,4,32836,3015,720,1,Paid,Check,0,5,3
157,2023-04-20,40,32789,2465,685,1,Paid,Card,0,5,2
158,2023-04-20,112,32750,225,65,1,Paid,Zelle,0,4,1
159,2023-04-21,75,32825,1020,150,1,Paid,Zelle,0,5,2
160,2023-04-22,59,32825,1020,265,1,Paid,Zelle,0,4,1
161,2023-04-22,110,32836,90,15,1,Paid,Card,0,5,1
162,2023-04-22,115,32765,1100,190,1,Paid,Zelle,0,3,3
163,2023-04-23,97,32792,450,95,1,Paid,Zelle,0,5,3
164,2023-04-23,99,32808,1770,405,1,Paid,Zelle,0,1,3
165,2023-04-24,82,32707,405,100,1,Paid,Zelle,0,2,3
166,2023-04-25,60,34786,110,10,1,Paid,Card,1,5,1
167,2023-04-25,15,32825,215,50,1,Paid,Check,0,5,2
168,2023-04-26,20,32825,325,70,1,Paid,Check,0,5,1
169,2023-04-26,106,32792,605,85,1,Paid,Card,0,5,2
170,2023-04-27,105,32707,225,50,1,Paid,Cash,1,5,1
171,2023-04-27,106,32792,130,15,1,Paid,Card,0,4,1
172,2023-04-28,31,32792,145,30,1,Paid,Zelle,0,5,2
173,2023-04-28,3,32746,840,195,1,Paid,Zelle,1,4,1
174,2023-04-29,78,32792,2190,875,2,Paid,Card,0,5,1
175,2023-04-30,135,34786,1860,330,1,Paid,Cash,0,5,4
176,2023-04-30,45,32779,250,70,1,Paid,Check,0,5,1
177,2023-04-30,57,32707,160,25,1,Paid,Zelle,0,1,1
178,2023-05-01,10,32789,990,395,2,Paid,Check,0,4,1
179,2023-05-02,121,34786,790,200,1,Paid,Check,0,5,3
180,2023-05-02,58,32746,1165,465,2,Paid,Zelle,0,5,1
181,2023-05-03,33,32746,1095,270,1,Paid,Cash,0,4,3
182,2023-05-03,39,32746,1265,505,2,Paid,Card,0,5,1
183,2023-05-03,31,32792,1775,710,2,Paid,Check,0,4,1
184,2023-05-04,105,32707,1275,130,1,Paid,Zelle,1,5,1
185,2023-05-05,4,32836,1350,170,1,Paid,Card,0,5,3
186,2023-05-07,21,32746,2020,810,2,Paid,Check,0,5,1
187,2023-05-07,10,32789,305,60,1,Paid,Check,0,5,2
188,2023-05-07,110,32836,1455,580,2,Paid,Check,0,5,1
189,2023-05-08,15,32825,1270,305,1,Paid,Cash,0,5,2
190,2023-05-08,113,32825,525,125,1,Paid,Zelle,0,5,3
191,2023-05-09,125,32707,2085,835,2,Paid,Zelle,0,5,1
192,2023-05-11,105,32707,175,20,1,Paid,Cash,0,5,1
193,2023-05-11,27,32792,550,65,1,Paid,Card,0,5,1
194,2023-05-12,92,32746,125,35,1,Paid,Zelle,0,5,1
195,2023-05-12,127,34786,2315,925,2,Paid,Card,0,5,1
196,2023-05-12,127,34786,2615,1045,2,Paid,Card,0,5,1
197,2023-05-13,127,34786,695,160,1,Paid,Check,0,5,3
198,2023-05-13,122,34786,125,30,1,Paid,Card,1,5,1
199,2023-05-14,142,34786,140,20,1,Paid,Check,0,5,1
200,2023-05-14,123,32765,1420,570,2,Paid,Cash,0,1,1
201,2023-05-14,7,32765,175,50,1,Paid,Zelle,0,5,1
202,2023-05-16,53,32707,550,155,1,Paid,Zelle,0,5,4
203,2023-05-16,12,32825,950,255,1,Paid,Cash,0,5,2
204,2023-05-18,121,34786,1700,210,1,Paid,Check,0,5,1
205,2023-05-20,93,32714,1930,770,2,Paid,Card,0,5,1
206,2023-05-20,57,32707,280,45,1,Paid,Zelle,0,5,1
207,2023-05-20,22,32707,900,360,2,Paid,Cash,0,2,1
208,2023-05-21,21,32746,2170,870,2,Paid,Zelle,0,5,1
209,2023-05-21,9,32825,340,100,1,Paid,Cash,0,5,2
210,2023-05-21,115,32765,325,65,1,Paid,Zelle,0,5,1
211,2023-05-22,97,32792,1295,310,1,Paid,Zelle,0,4,2
212,2023-05-22,12,32825,115,20,1,Paid,Cash,0,5,1
213,2023-05-22,1,32808,820,130,1,Paid,Zelle,0,5,2
214,2023-05-23,129,34786,1085,435,2,Paid,Card,0,4,1
215,2023-05-23,32,32765,65,20,1,Paid,Zelle,1,5,1
216,2023-05-24,67,32808,240,65,1,Paid,Zelle,0,5,1
217,2023-05-25,95,32765,1595,325,1,Paid,Cash,0,4,3
218,2023-05-25,159,32779,250,35,1,Paid,Card,0,5,1
219,2023-05-25,49,32792,250,65,1,Paid,Card,0,3,1
220,2023-05-26,167,32789,1480,435,1,Paid,Card,0,5,1
221,2023-05-27,84,32836,1990,475,1,Paid,Check,0,5,1
222,2023-05-27,164,32836,310,75,1,Paid,Check,0,5,2
223,2023-05-27,83,32792,1175,255,1,Paid,Zelle,0,5,2
224,2023-05-29,69,34786,2010,805,2,Paid,Check,0,4,1
225,2023-05-29,57,32707,535,110,1,Paid,Zelle,0,5,2
226,2023-05-30,161,32765,1465,335,1,Paid,Cash,1,4,2
227,2023-05-31,106,32792,315,65,1,Paid,Card,0,4,1
228,2023-05-31,87,32836,440,90,1,Paid,Check,0,5,3
229,2023-06-01,43,34786,2280,610,1,Paid,Zelle,0,3,3
230,2023-06-01,32,32765,190,50,1,Paid,Zelle,0,5,2
231,2023-06-02,169,32779,2235,390,1,Paid,Card,0,5,4
232,2023-06-03,113,32825,130,30,1,Paid,Cash,0,5,1
233,2023-06-04,59,32825,480,90,1,Paid,Cash,1,5,2
234,2023-06-04,164,32836,455,90,1,Paid,Card,1,5,2
235,2023-06-05,44,32750,120,30,1,Paid,Card,0,5,1
236,2023-06-05,122,34786,365,55,1,Paid,Check,0,4,3
237,2023-06-06,178,32765,480,130,1,Paid,Zelle,0,5,2
238,2023-06-08,98,32779,2625,575,1,Paid,Check,0,5,4
239,2023-06-09,119,32750,55,15,1,Paid,Zelle,0,4,1
240,2023-06-09,17,32825,165,25,1,Paid,Cash,0,4,1
241,2023-06-10,39,32746,120,35,1,Paid,Check,0,4,1
242,2023-06-11,4,32836,250,40,1,Paid,Check,0,5,1
243,2023-06-11,15,32825,400,75,1,Paid,Cash,0,3,1
244,2023-06-12,4,32836,60,15,1,Paid,Zelle,0,5,1
245,2023-06-12,23,32746,1545,620,2,Paid,Card,0,5,1
246,2023-06-13,32,32765,695,165,1,Paid,Zelle,0,5,3
247,2023-06-13,155,32836,215,35,1,Paid,Cash,0,5,2
248,2023-06-14,8,32825,355,55,1,Paid,Check,0,5,2
249,2023-06-14,79,34786,140,15,1,Paid,Card,0,5,1
250,2023-06-14,51,32789,990,395,2,Paid,Card,0,5,1
251,2023-06-15,92,32746,2050,820,2,Paid,Zelle,0,5,1
252,2023-06-15,173,32714,100,10,1,Paid,Check,1,5,1
253,2023-06-16,167,32789,550,130,1,Paid,Card,0,4,1
254,2023-06-17,108,32792,140,15,1,Paid,Card,0,5,1
255,2023-06-17,153,32714,225,65,1,Paid,Zelle,0,5,1
256,2023-06-19,70,32825,2210,885,2,Paid,Cash,0,5,1
257,2023-06-19,133,32808,50,10,1,Paid,Cash,0,5,1
258,2023-06-19,66,32765,510,70,1,Paid,Zelle,0,5,3
259,2023-06-21,79,34786,70,10,1,Paid,Check,0,5,1
260,2023-06-21,197,32825,505,120,1,Paid,Zelle,0,4,3
261,2023-06-21,49,32792,400,110,1,Paid,Check,0,4,1
262,2023-06-22,155,32836,250,70,1,Paid,Card,0,5,1
263,2023-06-22,80,32707,255,65,1,Paid,Zelle,1,5,1
264,2023-06-22,126,32707,250,60,1,Paid,Zelle,0,4,2
265,2023-06-25,163,32714,1745,375,1,Paid,Zelle,0,5,3
266,2023-06-26,180,32789,1255,500,2,Paid,Card,0,5,1
267,2023-06-27,59,32825,325,40,1,Paid,Zelle,0,5,2
268,2023-06-27,167,32789,265,65,1,Paid,Card,0,5,2
269,2023-06-27,18,32789,475,120,1,Paid,Card,0,3,3
270,2023-06-28,15,32825,335,90,1,Paid,Zelle,0,4,1
271,2023-06-28,61,32714,1460,585,2,Paid,Check,0,5,1
272,2023-06-29,192,32825,2305,920,2,Paid,Zelle,0,5,1
273,2023-06-30,156,32836,180,45,1,Paid,Check,0,4,1
274,2023-06-30,172,32789,250,60,1,Paid,Card,0,5,1
275,2023-07-01,122,34786,250,35,1,Paid,Check,0,4,1
276,2023-07-02,202,32836,550,150,1,Paid,Card,0,5,1
277,2023-07-02,174,32765,195,40,1,Paid,Zelle,0,5,2
278,2023-07-04,128,34786,1590,400,1,Paid,Check,0,4,3
279,2023-07-04,117,32808,225,45,1,Paid,Zelle,0,5,1
280,2023-07-05,44,32750,200,50,1,Paid,Check,0,5,2
281,2023-07-06,2,32750,1110,290,1,Paid,Zelle,0,5,3
282,2023-07-07,23,32746,60,10,1,Paid,Zelle,0,5,1
283,2023-07-07,11,32825,3260,1305,2,Paid,Zelle,0,2,1
284,2023-07-07,99,32808,180,30,1,Paid,Zelle,0,5,2
285,2023-07-09,165,34786,885,115,1,Paid,Check,0,5,1
286,2023-07-09,43,34786,190,55,1,Paid,Zelle,0,5,1
287,2023-07-11,178,32765,1740,265,1,Paid,Cash,0,4,4
288,2023-07-11,18,32789,1360,255,1,Paid,Card,0,5,1
289,2023-07-11,149,32707,160,20,1,Paid,Cash,0,5,1
290,2023-07-12,103,32707,1080,430,2,Paid,Card,0,5,1
291,2023-07-12,174,32765,385,80,1,Paid,Zelle,0,4,1
292,2023-07-12,23,32746,1655,235,1,Paid,Zelle,0,5,1
293,2023-07-13,98,32779,2805,1120,2,Paid,Card,0,5,1
294,2023-07-13,14,32825,2045,535,1,Paid,Zelle,0,5,4
295,2023-07-13,139,32836,1815,445,1,Paid,Zelle,0,5,4
296,2023-07-14,210,32714,220,30,1,Paid,Zelle,0,5,2
297,2023-07-14,27,32792,235,50,1,Paid,Card,0,3,2
298,2023-07-15,181,32714,2250,480,1,Paid,Check,0,5,3
299,2023-07-16,113,32825,110,20,1,Paid,Zelle,0,5,1
300,2023-07-16,199,32750,1845,390,1,Paid,Check,0,5,3
301,2023-07-16,81,32714,1395,405,1,Paid,Card,0,5,1
302,2023-07-18,84,32836,1680,385,1,Paid,Check,1,5,1
303,2023-07-19,191,32779,325,55,1,Paid,Card,0,5,1
304,2023-07-19,76,32779,155,30,1,Paid,Check,0,5,2
305,2023-07-19,11,32825,445,95,1,Paid,Zelle,0,5,3
306,2023-07-20,46,32765,225,30,1,Paid,Cash,0,2,1
307,2023-07-21,221,34786,1855,740,2,Paid,Card,0,3,1
308,2023-07-22,211,34786,640,125,1,Paid,Check,0,5,4
309,2023-07-23,153,32714,395,90,1,Paid,Check,0,4,2
310,2023-07-23,196,32792,130,20,1,Paid,Card,0,5,1
311,2023-07-23,114,32750,900,360,2,Paid,Zelle,0,4,1
312,2023-07-24,127,34786,125,25,1,Paid,Card,0,4,1
313,2023-07-24,166,32765,555,100,1,Paid,Cash,0,3,4
314,2023-07-25,212,32825,1245,270,1,Paid,Zelle,0,2,2
315,2023-07-26,122,34786,285,40,1,Paid,Card,0,5,2
316,2023-07-26,216,32714,1400,230,1,Paid,Card,0,5,4
317,2023-07-27,237,34786,315,35,1,Paid,Check,0,5,1
318,2023-07-28,206,32836,135,25,1,Paid,Card,0,5,1
319,2023-07-28,155,32836,1790,715,2,Paid,Check,0,2,1
320,2023-07-30,71,32789,490,110,1,Paid,Check,0,5,3
321,2023-07-30,88,32750,715,215,1,Paid,Zelle,0,2,1
322,2023-07-31,75,32825,220,40,1,Paid,Zelle,0,4,2
323,2023-07-31,223,34786,855,175,1,Paid,Check,1,5,3
324,2023-07-31,101,32836,260,55,1,Paid,Check,0,5,2
325,2023-08-01,155,32836,2315,925,2,Paid,Card,0,5,1
326,2023-08-02,31,32792,1775,395,1,Paid,Card,0,5,3
327,2023-08-02,81,32714,2065,825,2,Paid,Zelle,0,5,1
328,2023-08-02,52,32765,970,390,2,Paid,Zelle,0,5,1
329,2023-08-04,198,32792,990,395,2,Paid,Check,0,1,1
330,2023-08-04,231,32750,900,360,2,Paid,Card,0,5,1
331,2023-08-05,90,34786,990,395,2,Paid,Cash,0,5,1
332,2023-08-06,165,34786,130,15,1,Paid,Check,0,2,1
333,2023-08-06,140,34786,120,20,1,Paid,Check,0,5,1
334,2023-08-06,232,32808,590,145,1,Paid,Cash,0,5,3
335,2023-08-07,169,32779,370,80,1,Paid,Check,0,5,2
336,2023-08-08,178,32765,405,85,1,Paid,Zelle,1,4,3
337,2023-08-09,62,32808,60,10,1,Paid,Zelle,0,4,1
338,2023-08-13,34,32746,420,80,1,Paid,Zelle,0,5,2
339,2023-08-13,194,34786,550,125,1,Paid,Check,0,5,1
340,2023-08-13,7,32765,225,40,1,Paid,Cash,0,5,2
341,2023-08-14,42,32779,330,35,1,Paid,Check,0,2,1
342,2023-08-15,203,32750,315,40,1,Paid,Check,0,5,3
343,2023-08-15,104,32750,1650,445,1,Paid,Zelle,0,4,2
344,2023-08-16,139,32836,290,60,1,Paid,Card,0,5,1
345,2023-08-17,23,32746,385,75,1,Paid,Zelle,0,5,1
346,2023-08-19,5,32779,1510,385,1,Paid,Check,0,4,1
347,2023-08-21,9,32825,2205,880,2,Paid,Zelle,0,5,1
348,2023-08-24,77,32765,155,25,1,Paid,Zelle,0,4,2
349,2023-08-25,43,34786,155,30,1,Paid,Card,0,5,1
350,2023-08-25,235,32836,990,395,2,Paid,Card,0,1,1
351,2023-08-25,176,32746,230,55,1,Paid,Zelle,0,5,1
352,2023-08-26,113,32825,1570,630,2,Paid,Zelle,0,5,1
353,2023-08-27,165,34786,305,85,1,Paid,Cash,0,5,1
354,2023-08-28,257,34786,295,55,1,Paid,Check,0,5,1
355,2023-08-28,63,32825,225,60,1,Paid,Cash,0,5,1
356,2023-08-30,41,32746,100,30,1,Paid,Zelle,0,5,1
357,2023-08-30,145,32808,2640,1055,2,Paid,Zelle,0,4,1
358,2023-09-01,102,32765,270,40,1,Paid,Zelle,0,2,2
359,2023-09-03,266,32746,410,75,1,Paid,Zelle,0,5,3
360,2023-09-04,87,32836,130,20,1,Paid,Card,0,5,1
361,2023-09-04,142,34786,3135,1255,2,Paid,Check,0,5,1
362,2023-09-06,221,34786,260,40,1,Paid,Card,0,4,2
363,2023-09-06,238,32765,2085,835,2,Paid,Zelle,0,4,1
364,2023-09-07,275,34786,2475,365,1,Paid,Check,0,5,3
365,2023-09-09,69,34786,1810,725,2,Paid,Card,1,1,1
366,2023-09-09,122,34786,495,115,1,Paid,Check,0,5,3
367,2023-09-10,240,32765,345,75,1,Paid,Cash,0,5,2
368,2023-09-11,231,32750,90,15,1,Paid,Zelle,0,5,1
369,2023-09-12,120,32765,1700,315,1,Paid,Zelle,0,5,3
370,2023-09-12,262,32746,280,60,1,Paid,Zelle,1,5,2
371,2023-09-13,222,32750,1590,355,1,Paid,Check,0,5,4
372,2023-09-13,160,32789,1685,385,1,Paid,Check,1,5,3
373,2023-09-14,47,32750,135,30,1,Paid,Zelle,0,5,1
374,2023-09-15,236,32750,85,10,1,Paid,Check,1,4,1
375,2023-09-15,210,32714,445,90,1,Paid,Zelle,0,4,2
376,2023-09-15,10,32789,360,95,1,Paid,Check,0,5,1
377,2023-09-17,181,32714,225,40,1,Paid,Check,0,1,1
378,2023-09-17,5,32779,640,145,1,Paid,Card,0,5,3
379,2023-09-19,286,32792,680,135,1,Paid,Card,0,5,3
380,2023-09-19,173,32714,225,55,1,Paid,Card,0,5,1
381,2023-09-20,29,32792,225,50,1,Paid,Check,0,5,2
382,2023-09-20,25,32808,1305,265,1,Paid,Zelle,0,5,2
383,2023-09-21,98,32779,285,60,1,Paid,Zelle,0,4,1
384,2023-09-22,28,32836,410,65,1,Paid,Zelle,1,5,3
385,2023-09-22,124,32836,255,65,1,Paid,Card,0,5,1
386,2023-09-23,64,32746,175,30,1,Paid,Zelle,0,5,2
387,2023-09-23,153,32714,335,90,1,Paid,Zelle,0,4,2
388,2023-09-23,279,32808,710,150,1,Paid,Zelle,0,5,3
389,2023-09-24,162,32707,680,145,1,Paid,Zelle,1,5,1
390,2023-09-24,274,32707,260,35,1,Paid,Cash,0,5,2
391,2023-09-27,284,32808,500,145,1,Paid,Cash,0,5,1
392,2023-09-28,182,32808,225,60,1,Paid,Zelle,0,5,1
393,2023-09-29,132,32836,120,25,1,Paid,Cash,0,5,1
394,2023-09-30,96,32746,325,75,1,Paid,Zelle,0,5,2
395,2023-10-01,268,32808,655,120,1,Paid,Zelle,0,4,4
396,2023-10-01,6,34786,115,15,1,Paid,Card,1,5,1
397,2023-10-02,122,34786,250,65,1,Paid,Cash,0,4,1
398,2023-10-02,2,32750,85,20,1,Paid,Zelle,0,5,1
399,2023-10-04,157,32750,1280,145,1,Paid,Check,0,5,2
400,2023-10-05,116,32714,785,165,1,Paid,Zelle,0,2,4
401,2023-10-05,37,32789,2540,1015,2,Paid,Check,0,5,1
402,2023-10-06,134,32746,305,65,1,Paid,Zelle,0,5,3
403,2023-10-06,186,32714,225,30,1,Paid,Check,0,5,1
404,2023-10-07,112,32750,900,360,2,Paid,Zelle,0,4,1
405,2023-10-08,40,32789,1650,205,1,Paid,Card,0,5,3
